input,output
"{""id"": ""4"", ""author"": ""CodeWitch"", ""message"": ""ugh, i wish! my 'dedicated space' is my living room corner lol. hard to get that 'flow state' when my partner is watching true crime docs on full blast. 😩"", ""keywords"": [""follow-up"", ""personal-struggle"", ""humor""]}","{""id"": ""4"", ""author"": ""CodeWitch"", ""scores"": {""emotions"": {""joy"": 10, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 25, ""trust"": 0, ""surprise"": 0, ""sadness"": 30, ""anger"": 5, ""frustration"": 78, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 8}, ""explainability"": {""top_matched_keywords"": [""ugh, i wish!"", ""personal-struggle"", ""living room corner"", ""hard to get that 'flow state'"", ""partner is watching true crime docs on full blast"", ""😩"", ""lol""], ""top_modifiers"": [""ugh"", ""lol"", ""😩"", ""full blast""], ""rule_traces"": [{""rule"": ""expression_of_frustration"", ""impact"": 40}, {""rule"": ""emoji_distress"", ""impact"": 15}, {""rule"": ""humor_mitigation"", ""impact"": -10}, {""rule"": ""context_personal_struggle"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""5"", ""author"": ""MemeLord"", ""message"": ""🛋️🍕😴"", ""keywords"": [""emoji-only"", ""humor""]}","{""id"": ""5"", ""author"": ""MemeLord"", ""scores"": {""emotions"": {""joy"": 50, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 20, ""trust"": 0, ""surprise"": 0, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 40}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""🛋️"", ""🍕"", ""😴"", ""emoji-only"", ""humor""], ""top_modifiers"": [""emoji_content"", ""positive_connotation""], ""rule_traces"": [{""rule"": ""emoji_relaxation"", ""impact"": 10}, {""rule"": ""emoji_food"", ""impact"": 5}, {""rule"": ""pure_emoji_message"", ""impact"": 0}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""6"", ""author"": ""WorkFromAnywhere"", ""message"": ""Tbh, WFH productivity is a myth perpetuated by people who don't have kids/pets/a small apartment. It's just 'work from home, kinda' lol."", ""keywords"": [""hot-take"", ""rant"", ""sarcasm""]}","{""id"": ""6"", ""author"": ""WorkFromAnywhere"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 5, ""trust"": 10, ""surprise"": 0, ""sadness"": 25, ""anger"": 15, ""frustration"": 65, ""disgust"": 5, ""fear"": 0, ""contempt"": 45, ""neutral"": 10}, ""moderation"": {""toxicity"": 15, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 20}, ""explainability"": {""top_matched_keywords"": [""WFH productivity is a myth"", ""perpetuated by people who don't have kids/pets/a small apartment"", ""work from home, kinda"", ""lol"", ""hot-take"", ""rant"", ""sarcasm""], ""top_modifiers"": [""Tbh"", ""lol"", ""kinda""], ""rule_traces"": [{""rule"": ""sarcasm_indicator"", ""impact"": 10}, {""rule"": ""critical_opinion"", ""impact"": 15}, {""rule"": ""personal_struggle_implied"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""1"", ""author"": ""@CreativeChaos_"", ""message"": ""ngl this whole 'every moment is a content opportunity' vibe is EXHAUSTING. like can i just exist without branding my breakfast smoothie?? 😩 #hustleculture #burnout"", ""keywords"": [""micro-rant"", ""hot-take"", ""question"", ""burnout""]}","{""id"": ""1"", ""author"": ""@CreativeChaos_"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 0, ""surprise"": 0, ""sadness"": 45, ""anger"": 15, ""frustration"": 90, ""disgust"": 35, ""fear"": 0, ""contempt"": 40, ""neutral"": 5}, ""moderation"": {""toxicity"": 8, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 15}, ""explainability"": {""top_matched_keywords"": [""EXHAUSTING"", ""can i just exist"", ""branding my breakfast smoothie"", ""😩"", ""#hustleculture"", ""#burnout"", ""micro-rant""], ""top_modifiers"": [""emoji_frustration"", ""negative_intensifier"", ""rhetorical_question""], ""rule_traces"": [{""rule"": ""negative_sentiment_strong"", ""impact"": 15}, {""rule"": ""emoji_weariness"", ""impact"": 10}, {""rule"": ""hashtag_burnout_theme"", ""impact"": 8}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""2"", ""author"": ""@PixelPirate"", ""message"": ""Fr tho! My 'personal brand' is currently 'person trying to survive on coffee & 3 hrs sleep'. Not very aesthetic. 😂"", ""keywords"": [""agreement"", ""humor"", ""self-deprecating""]}","{""id"": ""2"", ""author"": ""@PixelPirate"", ""scores"": {""emotions"": {""joy"": 85, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 5, ""trust"": 5, ""surprise"": 10, ""sadness"": 15, ""anger"": 0, ""frustration"": 20, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 8}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""Fr tho!"", ""agreement"", ""person trying to survive on coffee & 3 hrs sleep"", ""self-deprecating"", ""humor"", ""😂"", ""not very aesthetic""], ""top_modifiers"": [""emoji_laughing"", ""self_deprecating_humor"", ""informal_language""], ""rule_traces"": [{""rule"": ""positive_emoji_signal"", ""impact"": 10}, {""rule"": ""self_deprecating_statement"", ""impact"": 5}, {""rule"": ""informal_agreement"", ""impact"": 3}, {""rule"": ""humorous_context"", ""impact"": 7}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""3"", ""author"": ""@BrandBossBabe"", ""message"": ""@CreativeChaos_ I get it, but also, it's never been easier to build a platform and create opportunities! Gotta see the upside sometimes. ✨"", ""keywords"": [""counterpoint"", ""perspective"", ""optimistic""]}","{""id"": ""3"", ""author"": ""@BrandBossBabe"", ""scores"": {""emotions"": {""joy"": 80, ""gratitude"": 30, ""admiration"": 40, ""anticipation"": 60, ""trust"": 50, ""surprise"": 10, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 2}, ""explainability"": {""top_matched_keywords"": [""never been easier"", ""build a platform"", ""create opportunities"", ""Gotta see the upside"", ""optimistic"", ""✨""], ""top_modifiers"": [""positive_sentiment"", ""encouragement"", ""emoji_positive""], ""rule_traces"": [{""rule"": ""optimistic_language_detection"", ""impact"": 45}, {""rule"": ""positive_framing_context"", ""impact"": 35}, {""rule"": ""positive_emoji_signal"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""4"", ""author"": ""@CreativeChaos_"", ""message"": ""@BrandBossBabe oh for sure! especially when my 'platform' is just me doom-scrolling for 3 hours. peak productivity. 🙄 #hustleculturekills"", ""keywords"": [""sarcasm"", ""follow-up"", ""agreement""]}","{""id"": ""4"", ""author"": ""@CreativeChaos_"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 0, ""surprise"": 0, ""sadness"": 15, ""anger"": 25, ""frustration"": 70, ""disgust"": 40, ""fear"": 0, ""contempt"": 65, ""neutral"": 5}, ""moderation"": {""toxicity"": 12, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 10}, ""explainability"": {""top_matched_keywords"": [""sarcasm"", ""doom-scrolling"", ""peak productivity"", ""🙄"", ""#hustleculturekills""], ""top_modifiers"": [""sarcastic_tone"", ""ironic_phrase"", ""emoji_exasperation"", ""hashtag_critique""], ""rule_traces"": [{""rule"": ""sarcasm_irony_detection"", ""impact"": 45}, {""rule"": ""emoji_negative_exasperation"", ""impact"": 15}, {""rule"": ""hashtag_critical_social_commentary"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""5"", ""author"": ""@RelatableRant"", ""message"": ""🎯🎯🎯"", ""keywords"": [""emoji-only"", ""agreement"", ""hype""]}","{""id"": ""5"", ""author"": ""@RelatableRant"", ""scores"": {""emotions"": {""joy"": 70, ""gratitude"": 10, ""admiration"": 40, ""anticipation"": 20, ""trust"": 30, ""surprise"": 15, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 10}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""🎯"", ""emoji-only"", ""agreement"", ""hype""], ""top_modifiers"": [""emoji_positive"", ""repetition""], ""rule_traces"": [{""rule"": ""emoji_positive_agreement"", ""impact"": 15}, {""rule"": ""emoji_repetition_emphasis"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""6"", ""author"": ""@AnonThoughts"", ""message"": ""Honestly, the mental toll is real. I deleted my LinkedIn for a month bc i felt so much pressure to 'network' and 'optimise my profile' after working 10 hrs. Edit: Still love connecting with people, just not like that. OP is right, it's too much. #burnoutisreal"", ""keywords"": [""anecdote"", ""empathy"", ""edit"", ""agreement""]}","{""id"": ""6"", ""author"": ""@AnonThoughts"", ""scores"": {""emotions"": {""joy"": 5, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 25, ""surprise"": 0, ""sadness"": 60, ""anger"": 10, ""frustration"": 75, ""disgust"": 20, ""fear"": 0, ""contempt"": 15, ""neutral"": 30}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 5, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""mental toll is real"", ""pressure"", ""network"", ""optimise my profile"", ""too much"", ""#burnoutisreal"", ""Still love connecting with people"", ""agreement""], ""top_modifiers"": [""Honestly"", ""Edit""], ""rule_traces"": [{""rule"": ""personal_struggle_expression"", ""impact"": 40}, {""rule"": ""burnout_discussion"", ""impact"": 35}, {""rule"": ""empathy_and_agreement"", ""impact"": 20}, {""rule"": ""low_moderation_risk"", ""impact"": -50}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""7"", ""author"": ""@MindfulMav"", ""message"": ""You're not alone! Boundaries are key. Your worth isn't tied to your online presence. 💖"", ""keywords"": [""empathy"", ""advice"", ""support""]}","{""id"": ""7"", ""author"": ""@MindfulMav"", ""scores"": {""emotions"": {""joy"": 85, ""gratitude"": 70, ""admiration"": 65, ""anticipation"": 30, ""trust"": 90, ""surprise"": 5, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""You're not alone"", ""Boundaries are key"", ""Your worth isn't tied to your online presence"", ""💖"", ""empathy"", ""advice"", ""support""], ""top_modifiers"": [""positive_affirmation"", ""empathetic_tone"", ""positive_emoji""], ""rule_traces"": [{""rule"": ""positive_affirmation"", ""impact"": 30}, {""rule"": ""empathetic_language"", ""impact"": 25}, {""rule"": ""positive_emoji"", ""impact"": 15}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""1"", ""author"": ""WanderlustLara"", ""message"": ""Is it just me or is every 'hidden gem' travel spot now just another crowded influencer photo op? 😫 i'm so over the same old aesthetic shots. where are the TRULY unique, non-touristy experiences these days? #authenticTravel #offthebeatenpath"", ""keywords"": [""rant"", ""question"", ""frustration"", ""hashtag""]}","{""id"": ""1"", ""author"": ""WanderlustLara"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 35, ""trust"": 10, ""surprise"": 15, ""sadness"": 45, ""anger"": 30, ""frustration"": 90, ""disgust"": 55, ""fear"": 0, ""contempt"": 40, ""neutral"": 8}, ""moderation"": {""toxicity"": 20, ""insult"": 10, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 35}, ""explainability"": {""top_matched_keywords"": [""crowded influencer photo op"", ""😫"", ""i'm so over"", ""same old aesthetic shots"", ""TRULY unique"", ""non-touristy experiences"", ""rant"", ""frustration""], ""top_modifiers"": [""emoji_frustration"", ""intensifier_so"", ""intensifier_truly""], ""rule_traces"": [{""rule"": ""emoji_negative_frustration"", ""impact"": 15}, {""rule"": ""strong_negative_sentiment"", ""impact"": 10}, {""rule"": ""keyword_frustration_match"", ""impact"": 8}, {""rule"": ""question_expressing_discontent"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""2"", ""author"": ""GlobeTrekkerSam"", ""message"": ""OMG preach! it's like ppl forget how to just *be* somewhere without a camera. i've had luck with local cooking classes or obscure festivals not marketed to tourists. book a legit local airbnb experience, not a generic tour group!"", ""keywords"": [""agreement"", ""advice"", ""personal-experience""]}","{""id"": ""2"", ""author"": ""GlobeTrekkerSam"", ""scores"": {""emotions"": {""joy"": 60, ""gratitude"": 10, ""admiration"": 20, ""anticipation"": 30, ""trust"": 70, ""surprise"": 15, ""sadness"": 0, ""anger"": 0, ""frustration"": 25, ""disgust"": 0, ""fear"": 0, ""contempt"": 15, ""neutral"": 5}, ""moderation"": {""toxicity"": 5, ""insult"": 0, ""harassment"": 0, ""profanity"": 5, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""OMG preach"", ""agreement"", ""ppl forget how to just *be*"", ""advice"", ""local cooking classes"", ""obscure festivals"", ""personal-experience"", ""legit local airbnb experience"", ""not a generic tour group""], ""top_modifiers"": [""exclamation"", ""intensifier""], ""rule_traces"": [{""rule"": ""strong_agreement_expression"", ""impact"": 20}, {""rule"": ""personal_experience_sharing"", ""impact"": 15}, {""rule"": ""positive_advice_giving"", ""impact"": 10}, {""rule"": ""mild_critique_social_norm"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""3"", ""author"": ""WanderlustLara"", ""message"": ""@GlobeTrekkerSam YES exactly! the *vibe* is gone. any specific recs for lesser-known spots in like, Southeast Asia or South America for that kind of deep dive? #authenticTravel"", ""keywords"": [""follow-up"", ""question"", ""mention"", ""hashtag""]}","{""id"": ""3"", ""author"": ""WanderlustLara"", ""scores"": {""emotions"": {""joy"": 60, ""gratitude"": 30, ""admiration"": 40, ""anticipation"": 75, ""trust"": 70, ""surprise"": 5, ""sadness"": 15, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 10}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""follow-up"", ""question"", ""mention"", ""hashtag"", ""YES exactly"", ""vibe is gone"", ""specific recs"", ""lesser-known spots"", ""Southeast Asia"", ""South America"", ""deep dive"", ""#authenticTravel""], ""top_modifiers"": [""affirmative_interjection"", ""emphasis_asterisks"", ""question_mark"", ""mention_tag"", ""hashtag""], ""rule_traces"": [{""rule"": ""positive_social_interaction"", ""impact"": 5}, {""rule"": ""seeking_advice_or_information"", ""impact"": 10}, {""rule"": ""mention_and_hashtag_usage"", ""impact"": 2}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""4"", ""author"": ""ExplorerKate"", ""message"": ""Low-key, check out the Alentejo region in Portugal. completely different energy from Lisbon/Porto. rolling hills, olive groves, medieval villages. go in spring or fall, avoid summer for real #offthebeatenpath vibes."", ""keywords"": [""advice"", ""recommendation"", ""specifics"", ""hashtag""]}","{""id"": ""4"", ""author"": ""ExplorerKate"", ""scores"": {""emotions"": {""joy"": 55, ""gratitude"": 0, ""admiration"": 60, ""anticipation"": 70, ""trust"": 80, ""surprise"": 15, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 10}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""Alentejo region"", ""Portugal"", ""rolling hills"", ""olive groves"", ""medieval villages"", ""#offthebeatenpath"", ""advice"", ""recommendation""], ""top_modifiers"": [""low-key"", ""completely different energy"", ""for real""], ""rule_traces"": [{""rule"": ""positive_recommendation"", ""impact"": 25}, {""rule"": ""travel_destination_description"", ""impact"": 20}, {""rule"": ""helpful_advice"", ""impact"": 15}, {""rule"": ""user_generated_hashtag"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""5"", ""author"": ""WanderlustLara"", ""message"": ""Ugh, @ExplorerKate you GET IT! Portugal is already on my list but Alentejo is a new one. adding it to the itinerary RN! ✍️🇵🇹"", ""keywords"": [""hype"", ""gratitude"", ""mention"", ""emoji-led""]}","{""id"": ""5"", ""author"": ""WanderlustLara"", ""scores"": {""emotions"": {""joy"": 85, ""gratitude"": 90, ""admiration"": 80, ""anticipation"": 95, ""trust"": 85, ""surprise"": 40, ""sadness"": 0, ""anger"": 0, ""frustration"": 5, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""hype"", ""gratitude"", ""mention"", ""emoji-led"", ""you GET IT!"", ""Alentejo is a new one"", ""adding it to the itinerary RN!"", ""✍️🇵🇹""], ""top_modifiers"": [""exclamation_emphasis"", ""urgency"", ""emoji_positive"", ""user_mention"", ""interjection_mild""], ""rule_traces"": [{""rule"": ""positive_sentiment_strong"", ""impact"": 30}, {""rule"": ""expresses_gratitude"", ""impact"": 20}, {""rule"": ""user_mention_positive_context"", ""impact"": 10}, {""rule"": ""emoji_positive_signal"", ""impact"": 15}, {""rule"": ""travel_planning_intent"", ""impact"": 25}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""6"", ""author"": ""TravelBugMia"", ""message"": ""Alentejo is chef's kiss 🤌 also seconding the off-season tip! also look for unique food tours led by locals, not the ones on Viator. those often take you to hidden places + you eat AMAZINGLY well."", ""keywords"": [""agreement"", ""hype"", ""advice"", ""follow-up""]}","{""id"": ""6"", ""author"": ""TravelBugMia"", ""scores"": {""emotions"": {""joy"": 92, ""gratitude"": 75, ""admiration"": 88, ""anticipation"": 70, ""trust"": 85, ""surprise"": 20, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 3}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""chef's kiss"", ""🤌"", ""seconding"", ""off-season tip"", ""unique food tours"", ""locals"", ""hidden places"", ""AMAZINGLY well""], ""top_modifiers"": [""emoji_positive"", ""intensifier_strong""], ""rule_traces"": [{""rule"": ""positive_sentiment_boost"", ""impact"": 45}, {""rule"": ""emoji_positive_impact"", ""impact"": 10}, {""rule"": ""helpful_recommendation"", ""impact"": 35}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""7"", ""author"": ""WanderlustLara"", ""message"": ""😋🤤"", ""keywords"": [""emoji-only"", ""excitement""]}","{""id"": ""7"", ""author"": ""WanderlustLara"", ""scores"": {""emotions"": {""joy"": 75, ""gratitude"": 10, ""admiration"": 10, ""anticipation"": 85, ""trust"": 15, ""surprise"": 10, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""emoji-only"", ""excitement"", ""😋"", ""🤤""], ""top_modifiers"": [""emoji_positive"", ""desire""], ""rule_traces"": [{""rule"": ""emoji_savoring_food_positive"", ""impact"": 40}, {""rule"": ""emoji_drooling_face_anticipation"", ""impact"": 50}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""8"", ""author"": ""CultureSeekerJo"", ""message"": ""Tbh, sometimes a spot is popular for a reason. but if you want #authenticTravel, it's about *how* you visit. wake up early, talk to locals, don't just follow the insta map. Edit: also, delete insta while you're there for optimal vibes."", ""keywords"": [""nuance"", ""advice"", ""edit"", ""side-note""]}","{""id"": ""8"", ""author"": ""CultureSeekerJo"", ""scores"": {""emotions"": {""joy"": 35, ""gratitude"": 5, ""admiration"": 10, ""anticipation"": 45, ""trust"": 65, ""surprise"": 0, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 10, ""neutral"": 50}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""nuance"", ""advice"", ""edit"", ""side-note"", ""authenticTravel"", ""wake up early"", ""talk to locals"", ""insta map"", ""delete insta"", ""optimal vibes""], ""top_modifiers"": [""Tbh"", ""*how*"", ""don't just"", ""optimal vibes""], ""rule_traces"": [{""rule"": ""constructive_advice"", ""impact"": 20}, {""rule"": ""aspirational_language"", ""impact"": 15}, {""rule"": ""mild_cautionary_guidance"", ""impact"": 10}, {""rule"": ""direct_suggestion"", ""impact"": 15}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
